Individual{TOC=14588.078046223925, NV=40}
Individual{TOC=13815.255842456598, NV=52}
Individual{TOC=13939.536782725028, NV=51}
Individual{TOC=15370.982361484734, NV=38}
Individual{TOC=13982.596104285787, NV=49}
Individual{TOC=14033.424494771902, NV=48}
Individual{TOC=14175.992440015367, NV=42}
Individual{TOC=14393.88236865565, NV=41}
Individual{TOC=14725.790174004698, NV=39}
Individual{TOC=15466.009772225783, NV=36}
Individual{TOC=15701.311096303023, NV=34}
Individual{TOC=15508.44688470447, NV=35}
runTime = 2720691.138865ms
