Individual{TOC=5814.239280797176, NV=15}
Individual{TOC=5394.666182681432, NV=18}
Individual{TOC=5726.83440391409, NV=16}
Individual{TOC=4640.81431329505, NV=28}
Individual{TOC=5478.919357602942, NV=17}
Individual{TOC=7835.399478457944, NV=11}
Individual{TOC=4876.588748666656, NV=21}
Individual{TOC=4732.741111132202, NV=23}
Individual{TOC=5892.656106755527, NV=14}
Individual{TOC=4680.6172505103805, NV=25}
Individual{TOC=4726.418846174963, NV=24}
Individual{TOC=4795.531755776497, NV=22}
Individual{TOC=5073.166726301098, NV=19}
Individual{TOC=5958.349353855205, NV=13}
Individual{TOC=5985.5895557046015, NV=12}
runTime = 2490835.631907ms
