Individual{TOC=17904.82070831636, NV=44}
Individual{TOC=16915.112175930433, NV=45}
Individual{TOC=15585.44104284186, NV=52}
Individual{TOC=13570.430945563656, NV=70}
Individual{TOC=13669.654101147784, NV=64}
Individual{TOC=13846.62477183715, NV=62}
Individual{TOC=14289.608642841755, NV=57}
Individual{TOC=16641.681592425022, NV=48}
Individual{TOC=14360.463720753867, NV=56}
Individual{TOC=16866.709168829475, NV=46}
Individual{TOC=13497.583232015766, NV=73}
Individual{TOC=13574.664038986102, NV=68}
Individual{TOC=13613.960749350732, NV=66}
Individual{TOC=13800.844017086078, NV=63}
Individual{TOC=13953.839838796219, NV=59}
Individual{TOC=16529.626380993086, NV=49}
Individual{TOC=14608.324299798422, NV=53}
Individual{TOC=14126.660045888279, NV=58}
runTime = 1890021.783093ms
